x,y,z,qx,qy,qz,qw,roll,pitch,yaw
0.06900512974620877,0.05700658008536747,0.0,0.0,0.0,0.5839510523930092,0.8117888693552635,0.0,0.0,1.2471746259078484
0.07648037505835081,0.06254602603274871,0.0,0.0,0.0,0.5830618387611984,0.8124277765933475,0.0,0.0,1.2449847369045839
0.08649715974872549,0.06225279878265309,0.0,0.0,0.0,0.5653073479669153,0.8248803563757674,0.0,0.0,1.2016116061108917
0.09580267540238517,0.05848451466466201,0.0,0.0,0.0,0.5478530274047752,0.8365745994012863,0.0,0.0,1.1595913793633137
0.10350501851235577,0.05203420764572165,0.0,0.0,0.0,0.5360392784886492,0.8441930418555749,0.0,0.0,1.1314767153633907
0.10897288286506024,0.04360530861733787,0.0,0.0,0.0,0.5318567992200361,0.846834307951336,0.0,0.0,1.121583390478965
0.11156865155511785,0.03391084775539266,0.0,0.0,0.0,0.5337006173657942,0.8456734896065798,0.0,0.0,1.12594098911221
0.11005273067910581,0.02405158603663677,0.0,0.0,0.0,0.5373290613798364,0.8433726814384398,0.0,0.0,1.1345338588506018
0.10346679192801281,0.016602536870235284,0.0,0.0,0.0,0.5344324217672559,0.8452112082574307,0.0,0.0,1.1276721641750505
0.09482787265517242,0.011399811932155526,0.0,0.0,0.0,0.4749544627038679,0.880010374005716,0.0,0.0,0.9898245693537109
0.10211532659462699,0.015729289547183688,0.0,0.0,0.0,0.512693576934563,0.8585716604745601,0.0,0.0,1.0766382779228216
0.11153625057250816,0.01898863084538687,0.0,0.0,0.0,0.5253932733606778,0.8508595114984331,0.0,0.0,1.1063545086727589
0.12123378153135941,0.016718163451275175,0.0,0.0,0.0,0.5365388961183443,0.8438755909209061,0.0,0.0,1.1326605952256323
0.12905915293804532,0.01044472771088131,0.0,0.0,0.0,0.5645091989176262,0.8254267770901184,0.0,0.0,1.1996770595749806
0.13440533032852536,0.0019454510314453198,0.0,0.0,0.0,0.5952992042363247,0.8035041116482221,0.0,0.0,1.2752759432024643
0.1365614111474782,-0.007844207393795963,0.0,0.0,0.0,0.6136248147507083,0.7895977372828261,0.0,0.0,1.3212863154864343
0.1342939683815216,-0.017556107305894207,0.0,0.0,0.0,0.6092883574626645,0.7929487357077053,0.0,0.0,1.3103256353204538
0.1275656634159513,-0.02494733124487211,0.0,0.0,0.0,0.5823515072269408,0.812937095986221,0.0,0.0,1.243236621140504
0.11976010716302712,-0.0313260265722156,0.0,0.0,0.0,0.530571810661801,0.8476399906393386,0.0,0.0,1.1185500288918815
0.12442260481418563,-0.02724692242861723,0.0,0.0,0.0,0.5994632291029599,0.8004022969441381,0.0,0.0,1.2856606277177274
0.13157988489196037,-0.02018677704171749,0.0,0.0,0.0,0.6321384319495317,0.7748554722349112,0.0,0.0,1.3686197938739193
0.14086339896271927,-0.016749032330257874,0.0,0.0,0.0,0.6657880590665566,0.7461409118955932,0.0,0.0,1.4570990018350063
0.15010746453881313,-0.02022070713486306,0.0,0.0,0.0,0.7034988529062272,0.7106963936587989,0.0,0.0,1.560617423103724
0.15551073619010064,-0.02859583882810708,0.0,0.0,0.0,0.7206127671959733,0.6933377530137544,0.0,0.0,1.6093714134361614
0.15712749226164568,-0.0385028964958045,0.0,0.0,0.0,0.7239178686304371,0.6898861641441761,0.0,0.0,1.6189290710316502
0.15537282654914172,-0.04837792904330507,0.0,0.0,0.0,0.7179416537680883,0.6961032838485555,0.0,0.0,1.6016816732703711
0.1560182139156843,-0.05829594146409178,0.0,0.0,0.0,0.7267984968921041,0.6868507442780987,0.0,0.0,1.6272984959821692
0.15434426631149883,-0.049592335533608825,0.0,0.0,0.0,0.8259269991529883,0.5637770765738349,0.0,0.0,1.9436889809325186
